timestamp,edge_node,provider,bytes,user_id,execution_time
2250008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71369,72,671
2250009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,75091,24,843
2250009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,85044,34,1016
2250009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,66637,68,812
2250009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78341,84,843
2250010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69747,58,828
2250012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70828,25,717
2250012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72277,81,744
2250015,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,67113,0,744
2250016,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,77449,92,859
2250016,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71357,98,820
2251008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,89110,23,906
2251009,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,72235,38,890
2251009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,14661,84,3796
2251012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79265,16,704
2251012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,86768,53,884
2251015,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71549,93,867
2252006,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73428,70,672
2252008,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73679,21,744
2252010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73869,15,704
2253005,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,85368,51,819
2253007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,82897,19,812
2253007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,78412,49,932
2253007,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,71855,69,653
2253007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75778,71,748
2253008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,78908,42,705
2253008,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79739,55,783
2253009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69334,55,1130
2253012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72597,48,875
2253015,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,61188,0,984
2254006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,420,73,37
2254007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70425,17,730
2254008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,79599,50,921
2254009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71845,24,843
2254009,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,86725,38,964
2254009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,76363,50,1223
2254011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,93289,8,1296
2254011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,78505,87,890
2254012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75647,6,1156
2254012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75423,94,953
2255004,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,71317,86,1092
2255008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,69991,23,812
2255008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,73511,57,781
2255008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79611,72,843
2255009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75965,68,812
2255009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,79893,96,684
2255010,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,62935,31,774
2255011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,58900,66,734
2255011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,65287,88,865
2255012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74591,25,843
2256005,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,439,51,122
2256006,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,64740,9,906
2256007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,83247,9,1517
2256008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,88972,5,890
2256008,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69351,60,534
2256009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,58774,34,818
2256009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,87127,40,728
2256009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,77401,55,915
2256010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,67195,15,826
2256010,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,71648,31,711
2256010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,66721,77,906
2256011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71070,43,863
2256013,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75231,80,1625
2256015,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,78379,0,859
2256015,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79309,90,812
2257005,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74741,51,749
2257007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,66089,9,875
2257007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73491,19,843
2257007,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,79269,33,1294
2257008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,14672,23,623
2257008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,67919,35,828
2257010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,68593,63,734
2257011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69316,63,813
2257012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73489,25,765
2257012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71049,94,808
2257015,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,86824,4,1297
2257016,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74544,92,977
2258004,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,79667,44,1265
2258006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69952,37,677
2258007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,69316,9,453
2258008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,3689,35,42
2258008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,82835,36,906
2258008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,85022,57,750
2258009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75811,34,812
2258009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69317,55,734
2258009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,67199,96,930
2259006,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,72563,30,793
2259008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,67661,56,712
2259009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78255,75,779
2259010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75675,58,694
2259010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71081,77,736
2259011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,65444,43,937
2259011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,76643,88,860
2259012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71722,48,722
2259013,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72323,80,906
2259015,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75149,4,906
2259019,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,61397,89,890
2260007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75019,19,984
2260007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71099,49,875
2260007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76919,78,796
2260008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,67065,23,812
2260009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71403,10,1015
2260009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,77249,65,921
2260015,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,87154,93,796
2260016,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,70437,92,798
2261006,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,69389,30,890
2261006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76149,73,859
2261010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,70743,3,749
2261011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67953,87,782
2261012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75423,11,907
2262001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,86750,28,701
2262006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,439,62,132
2262007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73505,19,829
2262008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79649,5,2437
2262008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,70429,35,765
2262008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71048,54,675
2262008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,56743,72,804
2262009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,78390,68,813
2262010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,68324,29,800
2262010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67126,77,754
2262011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75473,8,1116
2262011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,67686,59,676
2262011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,66651,63,859
2262012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74623,59,625
2263007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,88964,49,1593
2263007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73879,78,804
2263009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,59459,10,879
2263009,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,79285,38,859
2263009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,20506,47,124
2263010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73703,13,859
2263010,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74351,52,968
2263012,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,75915,7,812
2263012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78955,48,812
2263014,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,77467,85,757
2264006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76335,62,734
2264007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,81767,26,1062
2264007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,90872,79,991
2264008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,69296,57,454
2264008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,82849,72,813
2264009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71761,50,739
2264009,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,71097,64,894
2264009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72921,82,765
2264010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74966,3,726
2264010,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,68021,31,781
2264012,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,72931,74,1609
2264012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,59956,94,671
2264015,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72961,93,781
2265004,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,76475,86,711
2265006,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,75013,30,828
2265007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,91169,9,676
2265007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69416,19,860
2265009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67163,55,937
2265009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,78975,68,968
2265009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,65316,84,796
2265012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76306,59,892
2266003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,61780,14,828
2266004,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,69181,86,748
2266005,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72570,51,675
2266006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71795,62,738
2266007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,89001,78,685
2266008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71797,35,937
2266009,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,67159,64,875
2266009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,81802,96,690
2266010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71749,15,781
2266010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72240,29,693
2266010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71699,45,812
2266010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,61617,77,691
2266012,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,200,74,38
2266012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70451,81,964
2266013,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74247,2,906
2266015,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69745,4,828
2266015,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,80757,93,798
2266019,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73767,89,1328
2267006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74247,73,859
2267007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74282,9,730
2267007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,79967,49,906
2267007,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,78960,69,795
2267007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,61464,79,713
2267008,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75341,21,860
2267008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,73906,42,1160
2267009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70473,10,890
2267009,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,71645,38,693
2267009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74979,84,828
2267010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75418,3,859
2267010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,78467,13,846
2267010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,80385,32,875
2267010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72244,58,733
2267012,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,84593,7,1033
2267012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73850,25,848
2267012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69437,48,759
2267012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,82809,59,843
2267012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69392,81,1046
2268003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,65284,14,828
2268006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,91236,37,843
2268007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,60754,33,859
2268007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,66733,71,798
2268009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67115,10,968
2268009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,61204,96,812
2268010,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,70793,31,765
2268011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73759,8,1593
2269005,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,59636,51,671
2269006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76279,73,843
2269008,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75263,12,828
2269008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71291,72,685
2269010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,63161,77,773
2269019,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,78369,89,1375
2270003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,70764,20,806
2270005,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73863,61,906
2270007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,75397,9,686
2270007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79697,19,875
2270007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69361,26,796
2270009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,60884,75,765
2270009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,67699,96,812
2270012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71354,25,714
2270012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78953,59,1250
2270012,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,84243,74,1140
2270015,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,68411,0,1328
2271003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,63167,14,805
2271006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75897,37,828
2271007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74465,71,812
2271008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,81805,41,720
2271009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,79617,55,713
2271009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78918,84,890
2272003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75453,20,906
2272007,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,420,69,44
2272009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,84692,97,2109
2272010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67107,77,1000
2272012,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71067,7,1002
2272012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,73817,25,1062
2272014,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75201,27,812
2272014,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,73875,85,746
2273003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,14672,20,835
2273007,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74961,49,799
2273007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,81869,83,765
2273008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,67209,42,828
2273008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76881,54,781
2273009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72241,55,828
2273009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72529,75,906
2274005,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,63153,61,777
2274006,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,69359,30,859
2274007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69289,19,833
2274007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75204,67,684
2274012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73134,6,696
2274012,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,75885,7,767
2274012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72932,16,900
2275003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,91154,14,1621
2275006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75653,62,781
2275008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73144,5,838
2275008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,75009,42,812
2275008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,83326,57,829
2275009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,70401,34,890
2275009,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,83208,38,1001
2275009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,80367,96,1453
2275010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71723,45,973
2275012,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,80111,74,988
2275013,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,80745,2,918
2276007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72347,67,796
2276007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,68542,79,731
2276008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72923,72,695
2277006,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,85051,30,1033
2277006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,77119,37,906
2277007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71807,71,875
2277008,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69425,21,875
2277008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74570,42,1378
2277008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,13456,54,246
2277009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,14637,24,721
2277011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,78333,43,796
2277012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,76155,53,890
2277013,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73751,80,828
2278008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,73853,41,718
2278009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,82154,34,750
2278011,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74317,22,890
2279001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,78343,28,828
2279003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72591,14,859
2279004,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,92054,44,921
2279007,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,89086,69,781
2279008,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73720,5,713
2279011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,88837,8,677
2279011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72138,63,808
2279011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69336,66,906
2279012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,77203,6,855
2279012,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71095,7,829
2279012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79245,16,714
2279013,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,77237,80,859
2280007,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,71714,67,670
2280007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,67213,83,757
2280008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,65346,41,783
2280008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,56770,42,723
2280009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,63245,24,764
2280009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,0,65,1680
2280010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,67893,29,666
2280012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,88804,81,689
2280013,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,69329,2,3031
2281001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75471,28,677
2281005,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71497,51,875
2281006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,61588,37,1000
2281008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,91064,35,1076
2281009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,69344,50,1046
2281012,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,439,7,116
2281013,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,70379,80,709
2282003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,88122,14,828
2282007,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,74267,69,797
2282007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79883,78,828
2282007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,73443,83,812
2282010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,75013,15,781
2282013,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,74954,76,787
2282014,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,83266,27,1100
2283006,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,88932,39,765
2283006,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,72545,73,828
2283007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74281,33,681
2283007,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,74282,69,1047
2283008,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,75147,41,734
2283008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,74525,42,765
2283009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,84275,24,843
2283009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,79233,40,1000
2283009,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,73461,64,828
2283010,0,tbcicxbecqsamnbbaqeckucotdcxvbeq,61046,31,700
2283010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71721,58,875
2283010,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,74263,77,937
2283011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,72853,88,726
2283012,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70702,81,902
2283016,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,18746,98,141
2284001,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,75292,28,711
2284009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,73123,50,797
2284009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67203,55,758
2284009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74383,82,765
2284011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,67381,87,859
2284012,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69443,11,859
2285003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,18746,20,2328
2285007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,90006,78,812
2285009,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,69200,10,764
2285009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,69947,84,875
2285011,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71054,8,678
2285011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,78279,66,871
2285011,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,62068,88,765
2285015,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,78317,0,817
2285016,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,76185,98,755
2286006,3,tbcicxbecqsamnbbaqeckucotdcxvbeq,70372,39,832
2286008,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,71404,57,718
2286009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,71421,34,984
2286009,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,74055,75,811
2286009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,72299,97,1001
2286013,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,83300,80,875
2287003,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,63158,20,676
2287007,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,89906,33,1683
2287009,4,tbcicxbecqsamnbbaqeckucotdcxvbeq,68995,38,937
2287009,2,tbcicxbecqsamnbbaqeckucotdcxvbeq,67145,50,820
2287010,1,tbcicxbecqsamnbbaqeckucotdcxvbeq,68972,13,730
